Location;HM;H;M
4602: Madalena;6332;3082;3250
460201: Bandeiras;711;363;348
460202: Candelária;828;390;438
460203: Criação Velha;808;418;390
460204: Madalena;2893;1382;1511
460205: São Caetano;415;192;223
460206: São Mateus;677;337;340
4202: Nordeste;4373;2155;2218
420201: Achada;387;193;194
420202: Achadinha;464;224;240
420208: Algarvia;240;122;118
420203: Lomba da Fazenda;748;363;385
420204: Nordeste;1161;564;597
420206: Salga;485;238;247
420207: Santana;382;190;192
420209: Santo António de Nordestinho;260;138;122
420210: São Pedro de Nordestinho;246;123;123
4203: Ponta Delgada;67287;32375;34912
420323: Ajuda da Bretanha;652;325;327
420301: Arrifes;7293;3513;3780
420303: Candelária;977;477;500
420304: Capelas;3979;1962;2017
420305: Covoada;1222;605;617
420306: Fajã de Baixo;4924;2388;2536
420307: Fajã de Cima;3295;1605;1690
420308: Fenais da Luz;2229;1130;1099
420309: Feteiras;1558;762;796
420310: Ginetes;1184;585;599
420311: Mosteiros;1023;499;524
420324: Pilar da Bretanha;577;295;282
420313: Ponta Delgada (São José);5767;2509;3258
420314: Ponta Delgada (São Pedro);7500;3541;3959
420312: Ponta Delgada (São Sebastião);4052;1890;2162
420315: Relva;2886;1411;1475
420316: Remédios;810;395;415
420317: Rosto do Cão (Livramento);4319;2103;2216
420318: Rosto do Cão (São Roque);4599;2251;2348
420319: Santa Bárbara;847;449;398
420325: Santa Clara;2813;1325;1488
420320: Santo António;1574;761;813
420321: São Vicente Ferreira;2506;1247;1259
420322: Sete Cidades;701;347;354
4204: Povoação;5796;2850;2946
420401: Água Retorta;429;213;216
420402: Faial da Terra;342;164;178
420403: Furnas;1401;699;702
420404: Nossa Senhora dos Remédios;1065;519;546
420405: Povoação;1878;909;969
420406: Ribeira Quente;681;346;335
4205: Ribeira Grande;31414;15591;15823
420501: Calhetas;910;458;452
420502: Fenais da Ajuda;890;448;442
420503: Lomba da Maia;1047;528;519
420504: Lomba de São Pedro;349;195;154
420505: Maia;1792;886;906
420506: Pico da Pedra;3055;1483;1572
420507: Porto Formoso;1094;544;550
420508: Rabo de Peixe;8801;4495;4306
420509: Ribeira Grande (Conceição);2638;1250;1388
420510: Ribeira Grande (Matriz);3777;1870;1907
420511: Ribeira Seca;2777;1361;1416
420512: Ribeirinha;2513;1217;1296
420513: Santa Bárbara;1189;578;611
420514: São Brás;582;278;304
4401: Santa Cruz da Graciosa;4095;2018;2077
440101: Guadalupe;989;480;509
440102: Luz;632;325;307
440104: Santa Cruz da Graciosa;1740;837;903
440103: São Mateus;734;376;358
4802: Santa Cruz das Flores;2021;1008;1013
480201: Caveira;76;36;40
480202: Cedros;112;61;51
480203: Ponta Delgada;281;143;138
480204: Santa Cruz das Flores;1552;768;784
4603: São Roque do Pico;3221;1568;1653
460301: Prainha;530;262;268
460302: Santa Luzia;436;202;234
460303: Santo Amaro;255;122;133
460304: Santo António;724;353;371
460305: São Roque do Pico;1276;629;647
4502: Velas;4940;2444;2496
450201: Manadas (Santa Bárbara);361;179;182
450202: Norte Grande (Neves);462;232;230
450203: Rosais;662;341;321
450204: Santo Amaro;790;387;403
450205: Urzelina (São Mateus);894;451;443
450206: Velas (São Jorge);1771;854;917
4302: Vila da Praia da Vitória;19482;9492;9990
430201: Agualva;1235;613;622
430202: Biscoitos;1450;712;738
430203: Cabo da Praia;670;338;332
430204: Fonte do Bastardo;1169;570;599
430205: Fontinhas;1528;741;787
430206: Lajes;3411;1681;1730
430211: Porto Martins;1174;578;596
430207: Praia da Vitória (Santa Cruz);5968;2826;3142
430208: Quatro Ribeiras;324;166;158
430209: São Brás;1036;509;527
430210: Vila Nova;1517;758;759
4101: Vila do Porto;5414;2593;2821
410101: Almagreira;617;309;308
410102: Santa Bárbara;370;178;192
410103: Santo Espírito;597;282;315
410104: São Pedro;813;394;419
410105: Vila do Porto;3017;1430;1587
4206: Vila Franca do Campo;10326;5162;5164
420601: Água de Alto;1656;826;830
420602: Ponta Garça;3157;1617;1540
420603: Ribeira das Tainhas;641;325;316
420606: Ribeira Seca;1005;501;504
420604: Vila Franca do Campo (São Miguel);2487;1219;1268
420605: Vila Franca do Campo (São Pedro);1380;674;706
3: Região Autónoma da Madeira;251060;117712;133348
30: Região Autónoma da Madeira;251060;117712;133348
300: Região Autónoma da Madeira;251060;117712;133348
3101: Calheta;10913;5002;5911
310101: Arco da Calheta;2998;1372;1626
310102: Calheta;3189;1444;1745
310103: Estreito da Calheta;1576;731;845
310104: Fajã da Ovelha;811;364;447
310105: Jardim do Mar;214;107;107
310106: Paul do Mar;635;291;344
310107: Ponta do Pargo;804;384;420
310108: Prazeres;686;309;377
3102: Câmara de Lobos;32175;15350;16825
310201: Câmara de Lobos;16552;7922;8630
310202: Curral das Freiras;1585;729;856
310203: Estreito de Câmara de Lobos;9355;4507;4848
310205: Jardim da Serra;2742;1273;1469
310204: Quinta Grande;1941;919;1022
3103: Funchal;105919;49186;56733
310303: Funchal (Santa Luzia);5492;2468;3024
310304: Funchal (Santa Maria Maior);11780;5500;6280
310308: Funchal (São Pedro);7220;3278;3942
310310: Funchal (Sé);2882;1291;1591
310301: Imaculado Coração de Maria;5632;2629;3003
310302: Monte;5795;2686;3109
310305: Santo António;25952;12290;13662
310306: São Gonçalo;5816;2593;3223
310307: São Martinho;26985;12441;14544
310309: São Roque;8365;4010;4355
3104: Machico;19617;9486;10131
310401: Água de Pena;2749;1329;1420
310402: Caniçal;3549;1807;1742
310403: Machico;9844;4739;5105
310404: Porto da Cruz;2137;996;1141
310405: Santo António da Serra;1338;615;723
3105: Ponta do Sol;8367;3861;4506
310501: Canhas;3602;1652;1950
310502: Madalena do Mar;508;241;267
310503: Ponta do Sol;4257;1968;2289
3106: Porto Moniz;2521;1127;1394
310601: Achadas da Cruz;121;57;64
310602: Porto Moniz;1586;693;893
310603: Ribeira da Janela;201;86;115
310604: Seixal;613;291;322
3201: Porto Santo;5158;2535;2623
320101: Porto Santo;5158;2535;2623
3107: Ribeira Brava;12696;5762;6934
310701: Campanário;4317;1979;2338
310702: Ribeira Brava;6245;2804;3441
310703: Serra de Água;974;452;522
310704: Tabua;1160;527;633
3108: Santa Cruz;42262;20180;22082
310802: Camacha;6247;3026;3221
310803: Caniço;24104;11528;12576
310804: Gaula;3939;1851;2088
310805: Santa Cruz;7148;3384;3764
310806: Santo António da Serra;824;391;433
3109: Santana;6558;2972;3586
310901: Arco de São Jorge;365;169;196
310902: Faial;1309;585;724
310906: Ilha;189;68;121
310903: Santana;2838;1287;1551
310904: São Jorge;1174;539;635
310905: São Roque do Faial;683;324;359
3110: São Vicente;4874;2251;2623
311001: Boa Ventura;1035;468;567
311002: Ponta Delgada;1045;472;573
311003: São Vicente;2794;1311;1483
